Division,District,Facility Name,Email,Reporting Date,Suspected cases (24h),Confirmed cases (24h),Suspected deaths (24h),Confirmed deaths (24h),Admitted (24h),Discharged (24h),Serum samples sent (24h),,,,
Khulna,Magura,Magura Civil Surgeon Office,magura@cs.dghs.gov.bd,4/25/2026,9,0,0,0,9,12,0,,,,
Khulna,Meherpur,Meherpur Civil Surgeon Office,meherpur@cs.dghs.gov.bd,4/25/2026,5,0,0,0,2,1,0,,,,
Khulna,Narail,Narail Civil Surgeon Office,narail@cs.dghs.gov.bd,4/25/2026,0,0,0,0,0,0,0,,,,
Khulna,Satkhira,Satkhira Civil Surgeon Office,satkhira@cs.dghs.gov.bd,4/25/2026,3,1,0,0,3,0,0,,,,
Mymensingh,Jamalpur,Jamalpur Civil Surgeon Office,jamalpur@cs.dghs.gov.bd,4/21/2026,1,0,0,0,1,5,0,,,,
Mymensingh,Mymensingh,Mymensingh Civil Surgeon Office,mymensingh@cs.dghs.gov.bd,4/21/2026,4,0,0,0,2,0,0,,,,
Mymensingh,Netrokona,Netrokona Civil Surgeon Office,netrokona@cs.dghs.gov.bd,4/21/2026,2,0,0,0,2,8,0,,,,
Mymensingh,Sherpur,Sherpur Civil Surgeon Office,sherpur@cs.dghs.gov.bd,4/21/2026,3,0,0,0,1,0,0,,,,
Rajshahi,Natore,Natore Civil Surgeon Office,natore@cs.dghs.gov.bd,4/22/2026,9,0,0,0,0,7,0,,,,
Rajshahi,Pabna,Pabna Civil Surgeon Office,pabna@cs.dghs.gov.bd,4/22/2026,12,0,0,0,12,20,0,,,,
Rajshahi,Rajshahi,Rajshahi Civil Surgeon Office,rajshahi@cs.dghs.gov.bd,4/22/2026,0,0,0,0,0,0,0,,,,
Khulna,Bagerhat,Bagerhat Civil Surgeon Office,bagerhat@cs.dghs.gov.bd,4/23/2026,4,0,0,0,4,4,0,,,,
Mymensingh,Jamalpur,Jamalpur Civil Surgeon Office,jamalpur@cs.dghs.gov.bd,4/23/2026,1,0,0,0,1,0,0,,,,
Mymensingh,Mymensingh,Mymensingh Civil Surgeon Office,mymensingh@cs.dghs.gov.bd,4/23/2026,1,0,0,0,1,1,0,,,,
Mymensingh,Netrokona,Netrokona Civil Surgeon Office,netrokona@cs.dghs.gov.bd,4/23/2026,17,0,0,0,16,3,0,,,,
Mymensingh,Jamalpur,Jamalpur Civil Surgeon Office,jamalpur@cs.dghs.gov.bd,4/24/2026,8,0,0,0,8,0,0,,,,
Mymensingh,Mymensingh,Mymensingh Civil Surgeon Office,mymensingh@cs.dghs.gov.bd,4/24/2026,1,0,0,0,0,0,0,,,,
Mymensingh,Netrokona,Netrokona Civil Surgeon Office,netrokona@cs.dghs.gov.bd,4/24/2026,10,0,0,0,9,4,0,,,,
Mymensingh,Sherpur,Sherpur Civil Surgeon Office,sherpur@cs.dghs.gov.bd,4/24/2026,3,0,0,0,3,3,0,,,,
Mymensingh,Jamalpur,Jamalpur Civil Surgeon Office,jamalpur@cs.dghs.gov.bd,4/25/2026,0,0,0,0,0,0,0,,,,
Mymensingh,Mymensingh,Mymensingh Civil Surgeon Office,mymensingh@cs.dghs.gov.bd,4/25/2026,0,0,0,0,0,0,0,,,,
Mymensingh,Netrokona,Netrokona Civil Surgeon Office,netrokona@cs.dghs.gov.bd,4/25/2026,10,0,0,0,10,4,0,,,,
Mymensingh,Sherpur,Sherpur Civil Surgeon Office,sherpur@cs.dghs.gov.bd,4/25/2026,0,0,0,0,0,0,0,,,,
Rajshahi,Bogura,Bogura Civil Surgeon Office,bogura@cs.dghs.gov.bd,4/21/2026,0,0,0,0,12,3,0,,,,
Rajshahi,Chapainawabganj,Chapainawabganj Civil Surgeon Office,chapainawabganj@cs.dghs.gov.bd,4/21/2026,27,0,0,0,27,43,0,,,,
Rajshahi,Joypurhat,Joypurhat Civil Surgeon Office,joypurhat@cs.dghs.gov.bd,4/21/2026,2,0,0,0,2,10,0,,,,
Rajshahi,Naogaon,Naogaon Civil Surgeon Office,naogaon@cs.dghs.gov.bd,4/21/2026,6,0,0,0,3,1,0,,,,
Rajshahi,Natore,Natore Civil Surgeon Office,natore@cs.dghs.gov.bd,4/21/2026,8,0,0,0,1,4,0,,,,
Rajshahi,Pabna,Pabna Civil Surgeon Office,pabna@cs.dghs.gov.bd,4/21/2026,17,0,0,0,17,23,0,,,,
Rajshahi,Rajshahi,Rajshahi Civil Surgeon Office,rajshahi@cs.dghs.gov.bd,4/21/2026,0,0,0,0,0,0,0,,,,
Rajshahi,Rajshahi,Rajshahi Medical College Hospital,rajshahimch@hospi.dghs.gov.bd,4/21/2026,120,0,0,0,26,15,0,,,,
Rajshahi,Sirajganj,Sirajganj Civil Surgeon Office,sirajganj@cs.dghs.gov.bd,4/21/2026,17,17,0,0,17,6,0,,,,
Rajshahi,Rajshahi,Rajshahi Medical College Hospital,rajshahimch@hospi.dghs.gov.bd,4/22/2026,125,0,0,0,25,20,0,,,,
Rajshahi,Sirajganj,Sirajganj Civil Surgeon Office,sirajganj@cs.dghs.gov.bd,4/22/2026,7,7,0,0,7,12,0,,,,
Rangpur,Dinajpur,Dinajpur Civil Surgeon Office,dinajpur@cs.dghs.gov.bd,4/22/2026,30,0,0,0,0,0,0,,,,
Rangpur,Gaibandha,Gaibandha Civil Surgeon Office,gaibandha@cs.dghs.gov.bd,4/22/2026,3,0,0,0,2,1,0,,,,
Rangpur,Rangpur,Kasir Uddin Hospital & Diagnostic Center,zunaed.kmmch@gmail.com,4/22/2026,0,0,0,0,0,0,0,,,,
Rangpur,Kurigram,Kurigram Civil Surgeon Office,kurigram@cs.dghs.gov.bd,4/22/2026,0,0,0,0,0,0,0,,,,
Mymensingh,Sherpur,Sherpur Civil Surgeon Office,sherpur@cs.dghs.gov.bd,4/23/2026,7,0,0,0,4,0,0,,,,
Rajshahi,Bogura,Bogura Civil Surgeon Office,bogura@cs.dghs.gov.bd,4/23/2026,0,0,0,0,8,11,0,,,,
Rajshahi,Chapainawabganj,Chapainawabganj Civil Surgeon Office,chapainawabganj@cs.dghs.gov.bd,4/23/2026,26,0,0,0,26,18,0,,,,
Rajshahi,Joypurhat,Joypurhat Civil Surgeon Office,joypurhat@cs.dghs.gov.bd,4/23/2026,1,0,0,0,1,1,0,,,,
Rajshahi,Naogaon,Naogaon Civil Surgeon Office,naogaon@cs.dghs.gov.bd,4/23/2026,6,0,0,0,3,3,0,,,,
Rajshahi,Natore,Natore Civil Surgeon Office,natore@cs.dghs.gov.bd,4/23/2026,11,0,0,0,0,9,0,,,,
Rajshahi,Pabna,Pabna Civil Surgeon Office,pabna@cs.dghs.gov.bd,4/23/2026,21,0,0,0,21,20,0,,,,
Rajshahi,Rajshahi,Rajshahi Civil Surgeon Office,rajshahi@cs.dghs.gov.bd,4/23/2026,0,0,0,0,0,0,0,,,,
Rajshahi,Rajshahi,Rajshahi Medical College Hospital,rajshahimch@hospi.dghs.gov.bd,4/23/2026,145,0,0,0,28,8,0,,,,
Rajshahi,Bogura,Bogura Civil Surgeon Office,bogura@cs.dghs.gov.bd,4/24/2026,10,0,0,0,4,5,0,,,,
Rajshahi,Chapainawabganj,Chapainawabganj Civil Surgeon Office,chapainawabganj@cs.dghs.gov.bd,4/24/2026,43,0,0,0,43,36,0,,,,
Rajshahi,Joypurhat,Joypurhat Civil Surgeon Office,joypurhat@cs.dghs.gov.bd,4/24/2026,3,0,0,0,3,6,0,,,,
Rajshahi,Naogaon,Naogaon Civil Surgeon Office,naogaon@cs.dghs.gov.bd,4/24/2026,5,1,0,0,5,6,0,,,,
Rajshahi,Natore,Natore Civil Surgeon Office,natore@cs.dghs.gov.bd,4/24/2026,12,0,0,0,0,8,0,,,,
Rajshahi,Pabna,Pabna Civil Surgeon Office,pabna@cs.dghs.gov.bd,4/24/2026,24,0,0,0,24,18,0,,,,
Rajshahi,Rajshahi,Rajshahi Civil Surgeon Office,rajshahi@cs.dghs.gov.bd,4/24/2026,0,0,0,0,0,0,0,,,,
Rajshahi,Rajshahi,Rajshahi Medical College Hospital,rajshahimch@hospi.dghs.gov.bd,4/24/2026,139,0,0,0,21,27,0,,,,
Rajshahi,Sirajganj,Sirajganj Civil Surgeon Office,sirajganj@cs.dghs.gov.bd,4/24/2026,11,11,0,0,11,14,0,,,,
Rajshahi,Bogura,Bogura Civil Surgeon Office,bogura@cs.dghs.gov.bd,4/25/2026,5,0,0,0,17,7,0,,,,
Rajshahi,Chapainawabganj,Chapainawabganj Civil Surgeon Office,chapainawabganj@cs.dghs.gov.bd,4/25/2026,21,0,0,0,21,21,0,,,,
Rajshahi,Joypurhat,Joypurhat Civil Surgeon Office,joypurhat@cs.dghs.gov.bd,4/25/2026,1,0,0,0,1,0,0,,,,
Rajshahi,Naogaon,Naogaon Civil Surgeon Office,naogaon@cs.dghs.gov.bd,4/25/2026,1,0,0,0,1,0,0,,,,
Rajshahi,Natore,Natore Civil Surgeon Office,natore@cs.dghs.gov.bd,4/25/2026,0,0,0,0,0,7,0,,,,
Rajshahi,Pabna,Pabna Civil Surgeon Office,pabna@cs.dghs.gov.bd,4/25/2026,14,0,0,0,14,10,0,,,,
Rajshahi,Rajshahi,Rajshahi Civil Surgeon Office,rajshahi@cs.dghs.gov.bd,4/25/2026,0,0,0,0,0,0,0,,,,
Rajshahi,Rajshahi,Rajshahi Medical College Hospital,rajshahimch@hospi.dghs.gov.bd,4/25/2026,144,0,1,0,10,4,0,,,,
Rajshahi,Sirajganj,Sirajganj Civil Surgeon Office,sirajganj@cs.dghs.gov.bd,4/25/2026,9,9,0,0,9,11,0,,,,
Rangpur,Dinajpur,Dinajpur Civil Surgeon Office,dinajpur@cs.dghs.gov.bd,4/21/2026,0,0,0,0,0,0,0,,,,
Rangpur,Gaibandha,Gaibandha Civil Surgeon Office,gaibandha@cs.dghs.gov.bd,4/21/2026,0,0,0,0,0,0,0,,,,
Rangpur,Kurigram,Kurigram Civil Surgeon Office,kurigram@cs.dghs.gov.bd,4/21/2026,0,0,0,0,0,0,0,,,,
Rangpur,Lalmonirhat,Lalmonirhat Civil Surgeon Office,lalmonirhat@cs.dghs.gov.bd,4/21/2026,1,0,0,0,1,1,0,,,,
Rangpur,Nilphamari,Nilphamari Civil Surgeon Office,nilphamari@cs.dghs.gov.bd,4/21/2026,1,0,0,0,1,3,0,,,,
Rangpur,Panchagarh,Panchagarh Civil Surgeon Office,panchagarh@cs.dghs.gov.bd,4/21/2026,2,0,0,0,2,0,0,,,,
Rangpur,Rangpur,Rangpur Civil Surgeon Office,rangpur@cs.dghs.gov.bd,4/21/2026,1,0,0,0,0,0,0,,,,
Rangpur,Rangpur,Kasir Uddin Hospital & Diagnostic Center,zunaed.kmmch@gmail.com,4/21/2026,0,0,0,0,0,0,0,,,,
Rangpur,Thakurgaon,Thakurgaon Civil Surgeon Office,thakurgaon@cs.dghs.gov.bd,4/21/2026,4,0,0,0,4,0,0,,,,
Rangpur,Lalmonirhat,Lalmonirhat Civil Surgeon Office,lalmonirhat@cs.dghs.gov.bd,4/22/2026,0,0,0,0,0,0,0,,,,
Rangpur,Nilphamari,Nilphamari Civil Surgeon Office,nilphamari@cs.dghs.gov.bd,4/22/2026,4,0,0,0,4,2,0,,,,
Rangpur,Panchagarh,Panchagarh Civil Surgeon Office,panchagarh@cs.dghs.gov.bd,4/22/2026,1,0,0,0,1,0,0,,,,
Rangpur,Rangpur,Rangpur Civil Surgeon Office,rangpur@cs.dghs.gov.bd,4/22/2026,1,0,0,0,0,0,0,,,,
Rangpur,Thakurgaon,Thakurgaon Civil Surgeon Office,thakurgaon@cs.dghs.gov.bd,4/22/2026,2,0,0,0,2,3,0,,,,
Sylhet,Habiganj,Habiganj Civil Surgeon Office,habiganj@cs.dghs.gov.bd,4/22/2026,1,0,0,0,1,5,0,,,,
Sylhet,Moulvibazar,Moulvibazar Civil Surgeon Office,moulvibazar@cs.dghs.gov.bd,4/22/2026,6,0,0,0,6,6,0,,,,
Rajshahi,Sirajganj,Sirajganj Civil Surgeon Office,sirajganj@cs.dghs.gov.bd,4/23/2026,6,6,0,0,6,12,0,,,,
Rangpur,Dinajpur,Dinajpur Civil Surgeon Office,dinajpur@cs.dghs.gov.bd,4/23/2026,22,1,0,0,0,0,0,,,,
Rangpur,Gaibandha,Gaibandha Civil Surgeon Office,gaibandha@cs.dghs.gov.bd,4/23/2026,4,0,0,0,2,2,0,,,,
Rangpur,Kurigram,Kurigram Civil Surgeon Office,kurigram@cs.dghs.gov.bd,4/23/2026,0,0,0,0,0,0,0,,,,
Rangpur,Lalmonirhat,Lalmonirhat Civil Surgeon Office,lalmonirhat@cs.dghs.gov.bd,4/23/2026,1,0,0,0,0,2,0,,,,
Rangpur,Nilphamari,Nilphamari Civil Surgeon Office,nilphamari@cs.dghs.gov.bd,4/23/2026,2,0,0,0,2,0,0,,,,
Rangpur,Panchagarh,Panchagarh Civil Surgeon Office,panchagarh@cs.dghs.gov.bd,4/23/2026,2,0,0,0,1,0,0,,,,
Rangpur,Rangpur,Rangpur Civil Surgeon Office,rangpur@cs.dghs.gov.bd,4/23/2026,1,0,0,0,0,0,0,,,,
Rangpur,Rangpur,Kasir Uddin Hospital & Diagnostic Center,zunaed.kmmch@gmail.com,4/23/2026,0,0,0,0,0,0,0,,,,
Rangpur,Dinajpur,Dinajpur Civil Surgeon Office,dinajpur@cs.dghs.gov.bd,4/24/2026,0,0,0,0,0,0,0,,,,
Rangpur,Gaibandha,Gaibandha Civil Surgeon Office,gaibandha@cs.dghs.gov.bd,4/24/2026,0,0,0,0,0,1,0,,,,
Rangpur,Kurigram,Kurigram Civil Surgeon Office,kurigram@cs.dghs.gov.bd,4/24/2026,0,0,0,0,0,0,0,,,,
Rangpur,Lalmonirhat,Lalmonirhat Civil Surgeon Office,lalmonirhat@cs.dghs.gov.bd,4/24/2026,0,0,0,0,0,2,0,,,,
Rangpur,Nilphamari,Nilphamari Civil Surgeon Office,nilphamari@cs.dghs.gov.bd,4/24/2026,0,0,0,0,0,1,0,,,,
Rangpur,Panchagarh,Panchagarh Civil Surgeon Office,panchagarh@cs.dghs.gov.bd,4/24/2026,1,0,0,0,1,1,0,,,,
Rangpur,Rangpur,Rangpur Civil Surgeon Office,rangpur@cs.dghs.gov.bd,4/24/2026,0,0,0,0,0,0,0,,,,
Rangpur,Rangpur,Kasir Uddin Hospital & Diagnostic Center,zunaed.kmmch@gmail.com,4/24/2026,0,0,0,0,0,0,0,,,,
Rangpur,Thakurgaon,Thakurgaon Civil Surgeon Office,thakurgaon@cs.dghs.gov.bd,4/24/2026,2,0,0,0,2,4,0,,,,
Rangpur,Dinajpur,Dinajpur Civil Surgeon Office,dinajpur@cs.dghs.gov.bd,4/25/2026,0,0,0,0,0,0,0,,,,
Rangpur,Gaibandha,Gaibandha Civil Surgeon Office,gaibandha@cs.dghs.gov.bd,4/25/2026,2,0,0,0,2,0,0,,,,
Rangpur,Kurigram,Kurigram Civil Surgeon Office,kurigram@cs.dghs.gov.bd,4/25/2026,0,0,0,0,0,0,0,,,,
Rangpur,Lalmonirhat,Lalmonirhat Civil Surgeon Office,lalmonirhat@cs.dghs.gov.bd,4/25/2026,2,0,0,0,2,0,0,,,,
Rangpur,Nilphamari,Nilphamari Civil Surgeon Office,nilphamari@cs.dghs.gov.bd,4/25/2026,0,0,0,0,0,0,0,,,,
Rangpur,Panchagarh,Panchagarh Civil Surgeon Office,panchagarh@cs.dghs.gov.bd,4/25/2026,0,0,0,0,0,0,0,,,,
Rangpur,Rangpur,Rangpur Civil Surgeon Office,rangpur@cs.dghs.gov.bd,4/25/2026,0,0,0,0,0,0,0,,,,
Rangpur,Rangpur,Kasir Uddin Hospital & Diagnostic Center,zunaed.kmmch@gmail.com,4/25/2026,0,0,0,0,0,0,0,,,,
Rangpur,Thakurgaon,Thakurgaon Civil Surgeon Office,thakurgaon@cs.dghs.gov.bd,4/25/2026,0,0,0,0,0,0,0,,,,
Sylhet,Habiganj,Habiganj Civil Surgeon Office,habiganj@cs.dghs.gov.bd,4/21/2026,3,0,0,0,3,3,0,,,,
Sylhet,Moulvibazar,Moulvibazar Civil Surgeon Office,moulvibazar@cs.dghs.gov.bd,4/21/2026,5,0,0,0,5,9,0,,,,
Sylhet,Sunamganj,Sunamganj Civil Surgeon Office,sunamganj@cs.dghs.gov.bd,4/21/2026,12,0,1,0,12,8,0,,,,
Sylhet,Sylhet,Sylhet Civil Surgeon Office,sylhet@cs.dghs.gov.bd,4/21/2026,9,0,0,0,9,15,0,,,,
Sylhet,Sunamganj,Sunamganj Civil Surgeon Office,sunamganj@cs.dghs.gov.bd,4/22/2026,23,0,0,0,18,15,0,,,,
Sylhet,Sylhet,Sylhet Civil Surgeon Office,sylhet@cs.dghs.gov.bd,4/22/2026,17,0,0,0,14,6,0,,,,
Rangpur,Thakurgaon,Thakurgaon Civil Surgeon Office,thakurgaon@cs.dghs.gov.bd,4/23/2026,4,0,0,0,2,1,0,,,,
Sylhet,Habiganj,Habiganj Civil Surgeon Office,habiganj@cs.dghs.gov.bd,4/23/2026,1,0,0,0,1,4,0,,,,
Sylhet,Moulvibazar,Moulvibazar Civil Surgeon Office,moulvibazar@cs.dghs.gov.bd,4/23/2026,8,0,0,0,8,8,0,,,,
Sylhet,Sunamganj,Sunamganj Civil Surgeon Office,sunamganj@cs.dghs.gov.bd,4/23/2026,30,2,0,0,28,24,0,,,,
Sylhet,Habiganj,Habiganj Civil Surgeon Office,habiganj@cs.dghs.gov.bd,4/24/2026,3,0,0,0,3,5,0,,,,
Sylhet,Moulvibazar,Moulvibazar Civil Surgeon Office,moulvibazar@cs.dghs.gov.bd,4/24/2026,8,0,0,0,8,6,0,,,,
Sylhet,Sunamganj,Sunamganj Civil Surgeon Office,sunamganj@cs.dghs.gov.bd,4/24/2026,34,4,0,1,29,25,0,,,,
Sylhet,Sylhet,Sylhet Civil Surgeon Office,sylhet@cs.dghs.gov.bd,4/24/2026,19,6,0,0,18,9,0,,,,
Sylhet,Habiganj,Habiganj Civil Surgeon Office,habiganj@cs.dghs.gov.bd,4/25/2026,3,0,0,0,3,3,0,,,,
Sylhet,Moulvibazar,Moulvibazar Civil Surgeon Office,moulvibazar@cs.dghs.gov.bd,4/25/2026,6,0,0,0,6,4,0,,,,
Sylhet,Sunamganj,Sunamganj Civil Surgeon Office,sunamganj@cs.dghs.gov.bd,4/25/2026,10,13,1,0,10,7,0,,,,
Sylhet,Sylhet,Sylhet Civil Surgeon Office,sylhet@cs.dghs.gov.bd,4/25/2026,9,10,1,0,9,7,0,,,,
Sylhet,Sylhet,Sylhet Civil Surgeon Office,sylhet@cs.dghs.gov.bd,4/23/2026,13,0,0,0,13,10,0,,,,
Khulna,Bagerhat,Bagerhat Civil Surgeon Office,bagerhat@cs.dghs.gov.bd,4/24/2026,2,0,0,0,2,0,0,,,,
